Nombre;Edad;Tr@bajo;Trabajo;Estado_Civil;Nivel_escolaridad;Nivel_escolaridad;Tiene_Credito?;Medio_de_Comunicación;Duracion_ultimo_contacto_seg;Order_D4te;envio23$%3;Segment;Categ;SubCat;V2016;V2017;V2018
alcira-marina/trujillo-rojas;33;services;services;married;secondary;secondary;no;unknown;132;5/05/16;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;43.023;833.350;809.248
martha-/dueñas-ladino;33;blue-collar;blue-collar;married;secondary;secondary;no;unknown;151;13/09/18;Express_Tierra;Startups;Tecnología;Sillas;91.967;527.598;42.597
gustavo-/espitia-muñoz;47;blue-collar;blue-collar;married;secondary;secondary;no;unknown;163;22/11/16;Regular;Personas;Muebles;Encuadernadores_y_accesorios;41.189;998.308;901.754
martha-patricia/guerrero-cordoba;37;blue-collar;blue-collar;married;secondary;secondary;no;unknown;135;5/12/16;Regular;Corporativo;Muebles;Muebles_Oficina;15.420;284.245;101.110
maria-alejandra/hernandez-yepes;42;admin.;admin.;divorced;secondary;secondary;no;unknown;179;26/07/16;Regular;Corporativo;Tecnología;Muebles_Oficina;15.987;628.402;198.108
rocio-constanza/manosalva-alarcon;26;blue-collar;blue-collar;single;primary;primary;no;unknown;329;5/11/18;Regular;Personas;Tecnología;Papel;25.389;154.630;677.162
luz-patricia/andres-parra;4;services;services;married;secondary;secondary;no;unknown;126;12/07/18;Regular;Corporativo;Tecnología;Telefonos_comunicaciones;73.649;603.428;14.376
cryshna-amanda/javier-quiceno;3;services;services;single;secondary;secondary;no;unknown;126;31/12/17;Regular;Corporativo;Muebles;Muebles_Oficina;72.739;466.080;998.795
ruby-liliana/zambrano-aragon;31;admin.;admin.;married;secondary;secondary;no;unknown;119;19/04/18;Express_Tierra;Corporativo;Muebles;Accesorios;67.199;389.874;598.039
jorge-elvira/amezquita-mendoza;26;technician;technician;single;tertiary;tertiary;no;unknown;29;19/06/18;Regular;Personas;Suplementos_Oficina;Papel;89.232;358.520;657.528
nestor-marlen/bolivar-calderon;5;admin.;admin.;divorced;secondary;secondary;no;unknown;192;17/04/18;Express_Tierra;Hogares;Suplementos_Oficina;Libreros;99.696;31.359;986.837
wilder-beatriz/perilla-moreno;28;admin.;admin.;single;secondary;secondary;no;unknown;341;28/10/18;Regular;Corporativo;Muebles;Accesorios_Computadoras;93.433;497.052;732.165
claudia-patricia/lozada-mellizos;51;blue-collar;blue-collar;married;No informa;No informa;no;unknown;17;4/08/18;Regular;Personas;Suplementos_Oficina;Almacenaje_y_Organización;28.822;991.752;794.814
jenny-/villarreal-rodriguez;49;blue-collar;blue-collar;married;secondary;secondary;no;unknown;167;15/09/16;Regular;Hogares;Suplementos_Oficina;Sobres;87.120;168.292;170.915
ana-constanza/trujillo-ossa;42;services;services;married;secondary;secondary;no;unknown;152;12/09/17;Express_Aire;Corporativo;Suplementos_Oficina;Muebles_Oficina;1.435;709.176;708.529
paola-jeaneth/diaz-ramirez;36;blue-collar;blue-collar;married;secondary;secondary;no;unknown;84;18/10/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;4.768;26.607;872.293
alexander-mireya/reinosa-niño;39;admin.;admin.;married;secondary;secondary;no;unknown;341;9/01/17;Regular;Corporativo;Suplementos_Oficina;Accesorios_Computadoras;80.061;839.023;426.962
laura-/javier-parra;33;blue-collar;blue-collar;married;primary;primary;no;unknown;244;22/10/18;Express_Tierra;Corporativo;Suplementos_Oficina;Sillas;97.613;393.539;223.337
andrea-patricia/patiño-amaya;4;blue-collar;blue-collar;married;secondary;secondary;no;unknown;423;27/08/18;Regular;Startups;Tecnología;Telefonos_comunicaciones;13.734;529.300;896.716
luz-/cuellar-zaque;23;services;services;single;secondary;secondary;no;unknown;111;15/11/17;Regular;Hogares;Suplementos_Oficina;Telefonos_comunicaciones;10.586;6.100;3.862
martha-consuelo/perilla-amaya;5;blue-collar;blue-collar;married;primary;primary;no;unknown;17;4/01/16;Regular;Personas;Muebles;Encuadernadores_y_accesorios;7.823;920.048;391.479
yanira-isabel/jaimes-silva;29;student;student;single;secondary;secondary;no;unknown;87;5/08/18;Regular;Startups;Suplementos_Oficina;Accesorios_Computadoras;19.025;312.934;397.914
claudia-ronald/espitia-mosquera;43;services;services;married;secondary;secondary;no;unknown;227;12/04/18;Regular;Startups;Tecnología;Bandas_Oficina;34.139;714.923;427.765
maria-paola/vanegas-iglesias;36;management;management;married;tertiary;tertiary;no;unknown;34;21/07/18;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;48.159;302.262;682.681
adriana-elias/cera-silva;29;blue-collar;blue-collar;single;secondary;secondary;no;unknown;13;8/12/16;Regular;Hogares;Tecnología;Telefonos_comunicaciones;90.775;875.218;461.722
libia-paola/romero-garay;29;blue-collar;blue-collar;married;No informa;No informa;no;unknown;169;11/09/18;Regular;Corporativo;Suplementos_Oficina;Cuadernos;919;462.188;225.836
ketty-patricia/mendoza-calderon;54;blue-collar;blue-collar;married;secondary;secondary;no;unknown;392;2/02/17;Regular;Hogares;Tecnología;Accesorios_Computadoras;45.666;334.187;187.665
andrea-/arenas-mendoza;42;blue-collar;blue-collar;married;primary;primary;no;unknown;46;6/06/16;Express_Aire;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;12.880;963.704;602.616
nayshley-andres/atehortua-calderon;49;blue-collar;blue-collar;married;primary;primary;no;unknown;39;7/12/18;Express_Aire;Hogares;Suplementos_Oficina;Papel;25.125;86.793;423.859
alcira-adolfo/ramirez-carrero;39;admin.;admin.;married;secondary;secondary;no;unknown;282;29/01/18;Express_Tierra;Personas;Tecnología;Maquinas_Oficina;49.401;421.257;183.318
fanny-marcela/triviño-vera;39;blue-collar;blue-collar;married;primary;primary;no;unknown;112;4/01/16;Regular;Startups;Muebles;Bandas_Oficina;51.769;466.446;963.454
fanny-patricia/perez-sarmiento;33;blue-collar;blue-collar;married;secondary;secondary;no;unknown;36;2/05/16;Express_Aire;Personas;Tecnología;Encuadernadores_y_accesorios;98.858;653.215;184.334
maria-isabel/suarez-masmela;29;management;management;married;tertiary;tertiary;no;unknown;69;5/03/17;Regular;Corporativo;Muebles;Cuadernos;7.573;204.643;100.267
ketty-/ariza-ramirez;27;blue-collar;blue-collar;single;primary;primary;no;unknown;299;22/06/16;Regular;Hogares;Suplementos_Oficina;Papel;52.650;128.135;401.020
paola-rocio/pulido-leon;52;admin.;admin.;divorced;secondary;secondary;no;unknown;8;23/02/18;Regular;Startups;Muebles;Sillas;89.552;844.876;759.358
alvaro-angelina/cuellar-silva;34;blue-collar;blue-collar;married;No informa;No informa;no;unknown;729;27/03/17;Regular;Startups;Muebles;Almacenaje_y_Organización;88.111;518.089;693.413
johanna-esperanza/pinzon-coneo;44;services;services;divorced;secondary;secondary;no;unknown;389;11/08/18;Express_Aire;Personas;Suplementos_Oficina;Telefonos_comunicaciones;79.542;550.879;423.622
libia-esperanza/avila-forero;39;blue-collar;blue-collar;single;primary;primary;no;unknown;229;25/03/17;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;89.082;354.814;343.051
paola-patricia/vanegas-sastoque;39;blue-collar;blue-collar;married;primary;primary;no;unknown;624;25/08/17;Regular;Personas;Muebles;Encuadernadores_y_accesorios;15.101;707.162;943.569
martha-/higuera-romero;26;blue-collar;blue-collar;married;secondary;secondary;no;unknown;165;28/08/17;Regular;Hogares;Tecnología;Muebles_Oficina;84.908;242.225;247.462
luz-patricia/agudelo-uribe;27;services;services;single;secondary;secondary;no;unknown;216;22/05/18;Regular;Corporativo;Muebles;Muebles_Oficina;14.391;96.889;121.233
nestor-carolina/gutierrez-vasquez;24;management;management;single;tertiary;tertiary;no;unknown;122;5/10/17;Regular;Personas;Muebles;Almacenaje_y_Organización;69.272;145.020;429.410
isabel-/monroy-santos;27;services;services;single;secondary;secondary;no;unknown;172;2/05/16;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;22.166;519.381;19.484
maribel-alejandra/villamil-riveros;41;entrepreneur;entrepreneur;married;primary;primary;no;unknown;79;17/03/18;Regular;Personas;Muebles;Muebles_Oficina;37.434;896.649;897.243
andrea-patricia/cardenas-rodriguez;36;unemployed;unemployed;single;secondary;secondary;no;unknown;72;5/08/18;Express_Aire;Corporativo;Tecnología;Papel;82.023;61.281;459.540
olga-ronald/giraldo-ruiz;59;blue-collar;blue-collar;married;secondary;secondary;no;unknown;65;16/05/18;Regular;Corporativo;Tecnología;Almacenaje_y_Organización;22.742;544.860;456.099
fabian-alexander/gonzalez-toro;29;blue-collar;blue-collar;single;secondary;secondary;no;unknown;361;18/11/17;Regular;Personas;Muebles;Lapiceros_y_Marcadores;79.255;34.327;625.916
france-consuelo/reina-perea;38;technician;technician;married;secondary;secondary;no;unknown;14;4/06/18;Regular;Personas;Muebles;Telefonos_comunicaciones;52.314;788.378;409.132
norma-paola/enciso-perez;36;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;382;2/05/18;Express_Aire;Hogares;Tecnología;Cuadernos;14.508;261.366;374.800
mary-elias/dominguez-peña;43;management;management;divorced;tertiary;tertiary;no;unknown;128;7/05/18;Regular;Corporativo;Tecnología;Accesorios_Computadoras;52.379;971.542;667.712
libia-jose/acosta-chaparro;32;blue-collar;blue-collar;single;secondary;secondary;no;unknown;175;20/03/18;Regular;Personas;Tecnología;Papel;44.525;240.233;903.693
claudia-patricia/castañeda-santos;26;services;services;single;secondary;secondary;no;unknown;147;22/01/18;Regular;Startups;Muebles;Telefonos_comunicaciones;5.690;769.091;896.575
erley-alveiro/ariza-rodriguez;32;management;management;married;tertiary;tertiary;no;unknown;292;26/12/16;Regular;Hogares;Muebles;Muebles_Oficina;92.584;566.374;50.514
luisa-mireya/higuera-bejarano;3;admin.;admin.;single;secondary;secondary;no;unknown;235;17/07/17;Express_Tierra;Corporativo;Suplementos_Oficina;Mesas;6.370;42.805;918.009
monica-alexander/herrera-carvajal;25;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;156;29/12/16;Regular;Personas;Muebles;Papel;83.066;596.001;583.551
sonia-juranni/mora-mendez;29;management;management;married;tertiary;tertiary;no;unknown;57;8/06/18;Regular;Startups;Muebles;Papel;95.374;98.471;936.722
alcira-augusto/gonzalez-mendoza;29;self-employed;self-employed;married;tertiary;tertiary;yes;unknown;399;1/08/18;Regular;Personas;Suplementos_Oficina;Muebles_Oficina;70.266;90.288;89.230
marcela-/murcia-cordoba;52;admin.;admin.;married;secondary;secondary;no;unknown;222;29/03/16;Express_Tierra;Startups;Tecnología;Mesas;84.655;30.973;897.940
erika-rosario/espitia-mahecha;44;management;management;married;tertiary;tertiary;no;unknown;243;18/11/16;Regular;Startups;Tecnología;Reglas_tijeras;2.267;437.124;106.264
nestor-constanza/gomez-rincon;56;technician;technician;married;secondary;secondary;no;unknown;243;9/02/18;Regular;Hogares;Suplementos_Oficina;Accesorios_Computadoras;86.282;792.453;381.806
gaby-lourdes/andres-villamil;55;;;married;tertiary;tertiary;no;unknown;38;31/08/16;Regular;Startups;Suplementos_Oficina;Accesorios_Computadoras;89.779;358.579;356.054
gloria-patricia/gallo-sanabria;35;self-employed;self-employed;married;tertiary;tertiary;no;unknown;379;6/01/16;Regular;Personas;Tecnología;Papel;49.217;466.020;760.501
juan-/pulido-vega;59;housemaid;housemaid;married;primary;primary;no;unknown;37;29/11/17;Express_Tierra;Hogares;Tecnología;Sillas;77.915;821.338;609.903
alexander-marcela/corredor-silva;41;management;management;married;tertiary;tertiary;no;unknown;178;4/09/16;Express_Aire;Hogares;Tecnología;Encuadernadores_y_accesorios;88.945;562.182;420.874
carolina-juranni/pineda-ramirez;36;admin.;admin.;single;secondary;secondary;no;unknown;38;16/06/18;Regular;Hogares;Muebles;Encuadernadores_y_accesorios;34.735;888.006;649.006
milton-rosario/lanza-cordoba;56;retired;retired;divorced;primary;primary;no;unknown;27;5/04/16;Regular;Hogares;Suplementos_Oficina;Papel;56.517;336.026;801.845
johanna-patricia/castillo-gonzalez;43;management;management;married;tertiary;tertiary;no;unknown;8;30/09/18;Regular;Startups;Suplementos_Oficina;Papel;69.722;136.647;324.677
milton-/barrios-guarin;56;technician;technician;married;primary;primary;no;unknown;75;18/09/16;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;91.911;96.216;273.574
rosa-lourdes/zambrano-martinez;48;admin.;admin.;married;secondary;secondary;no;unknown;168;26/01/18;Express_Aire;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;11.228;727.981;599.957
cryshna-patricia/valbuena-gomez;53;retired;retired;married;secondary;secondary;no;unknown;16;4/04/16;Regular;Hogares;Muebles;Encuadernadores_y_accesorios;89.571;662.872;969.975
claudia-alexander/pineda-jimenez;39;blue-collar;blue-collar;single;primary;primary;no;unknown;179;18/06/17;Regular;Hogares;Muebles;Accesorios_Computadoras;65.628;929.246;361.307
natalia-patricia/puche-corredor;5;unemployed;unemployed;married;primary;primary;no;unknown;54;19/05/18;Regular;Personas;Muebles;Papel;90.110;616.785;787.481
gloria-constanza/torrijos-torres;35;blue-collar;blue-collar;married;secondary;secondary;no;unknown;25;9/09/18;Regular;Startups;Suplementos_Oficina;Sillas;25.849;262.905;692.796
rosa-/espinosa-rivadeneira;46;services;services;married;secondary;secondary;no;unknown;49;19/11/18;Regular;Personas;Tecnología;Encuadernadores_y_accesorios;92.500;359.937;847.812
andrea-pilar/enciso-yaruro;39;technician;technician;married;secondary;secondary;no;unknown;147;4/06/17;Regular;Personas;Muebles;Papel;35.810;848.465;601.743
ruby-gisela/lopez-martinez;4;blue-collar;blue-collar;married;primary;primary;yes;unknown;83;23/08/16;Regular;Startups;Tecnología;Papel;54.597;288.474;569.941
yury-marcela/galvis-chaparro;49;blue-collar;blue-collar;married;No informa;No informa;no;unknown;773;31/10/18;Regular;Startups;Tecnología;Papel;37.098;527.400;553.350
maria-ximena/rios-yaruro;39;admin.;admin.;married;secondary;secondary;no;unknown;135;17/06/18;Regular;Corporativo;Muebles;Lapiceros_y_Marcadores;83.603;314.538;972.536
ayda-/paez-villamil;56;unemployed;unemployed;married;primary;primary;no;unknown;169;17/03/17;Regular;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;72.758;894.665;300.162
rocio-augusto/barajas-rodriguez;43;entrepreneur;entrepreneur;married;tertiary;tertiary;yes;unknown;14;1/10/17;Regular;Startups;Suplementos_Oficina;Accesorios_Computadoras;88.512;414.899;398.463
martha-fernando/mora-herrera;33;blue-collar;blue-collar;married;secondary;secondary;no;unknown;4;1/06/17;Regular;Personas;Muebles;Papel;74.709;791.799;222.981
martha-patricia/borda-pinilla;53;housemaid;housemaid;married;primary;primary;no;unknown;827;22/08/17;Regular;Startups;Suplementos_Oficina;Sillas;49.817;172.837;291.010
diana-/leon-ballen;51;management;management;divorced;tertiary;tertiary;no;unknown;112;23/04/18;Regular;Personas;Muebles;Encuadernadores_y_accesorios;15.783;596.760;934.500
ayda-/velasquez-torres;47;entrepreneur;entrepreneur;divorced;tertiary;tertiary;no;unknown;124;30/01/16;Regular;Hogares;Suplementos_Oficina;Papel;27.023;936.740;228.760
tania-augusto/moreno-molano;38;admin.;admin.;divorced;secondary;secondary;no;unknown;56;5/08/16;Regular;Personas;Suplementos_Oficina;Encuadernadores_y_accesorios;35.026;252.454;980.428
elkin-ivette/diaz-sastoque;6;blue-collar;blue-collar;married;secondary;secondary;no;unknown;124;14/07/18;Express_Tierra;Hogares;Muebles;Libreros;82.502;110.643;560.710
luz-/lopez-romero;38;management;management;married;primary;primary;no;unknown;224;17/04/18;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;90.802;894.012;456.293
sandra-/sanchez-agudelo;38;blue-collar;blue-collar;married;secondary;secondary;no;unknown;172;26/11/18;Regular;Personas;Muebles;Encuadernadores_y_accesorios;1.303;460.022;255.228
martha-carolina/cubides-caicedo;38;management;management;married;secondary;secondary;no;unknown;636;15/03/18;Express_Aire;Hogares;Tecnología;Telefonos_comunicaciones;70.926;84.347;292.385
monica-jhinet/alaix-vargas;54;self-employed;self-employed;married;secondary;secondary;no;unknown;4;11/01/17;Regular;Hogares;Muebles;Papel;10.800;775.358;723.097
lucrecia-alexander/cortina-mendoza;59;admin.;admin.;single;secondary;secondary;no;unknown;63;14/09/16;Regular;Corporativo;Muebles;Papel;21.584;432.157;516.540
constanza-patricia/niño-vargas;59;retired;retired;married;secondary;secondary;no;unknown;396;6/07/16;Regular;Corporativo;Suplementos_Oficina;Lapiceros_y_Marcadores;44.855;83.939;73.031
luisa-johana/mora-torres;37;technician;technician;divorced;secondary;secondary;yes;unknown;487;8/05/18;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;41.141;763.303;981.820
maria-susana/reinosa-carvajal;4;management;management;single;tertiary;tertiary;no;unknown;221;22/04/18;Express_Tierra;Corporativo;Tecnología;Libreros;75.609;468.475;382.578
france-ximena/calderon-torres;41;technician;technician;married;secondary;secondary;no;unknown;222;5/06/17;Regular;Startups;Tecnología;Lapiceros_y_Marcadores;91.668;808.306;144.531
adriana-yamile/quintero-calderon;51;admin.;admin.;married;secondary;secondary;no;unknown;78;28/01/18;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;72.562;505.114;439.058
andrea-alejandro/camacho-amaya;46;technician;technician;married;secondary;secondary;no;unknown;92;30/07/17;Express_Tierra;Hogares;Tecnología;Libreros;23.798;998.688;594.978
nestor-adolfo/bolivar-corredor;59;;;married;No informa;No informa;no;unknown;48;21/04/16;Regular;Corporativo;Muebles;Almacenaje_y_Organización;85.096;575.546;810.323
rosa-marcela/perez-perea;49;entrepreneur;entrepreneur;married;tertiary;tertiary;no;unknown;69;25/08/16;Regular;Hogares;Suplementos_Oficina;Accesorios_Computadoras;68.206;317.287;470.338
natalia-patricia/guerrero-borda;48;blue-collar;blue-collar;married;primary;primary;no;unknown;333;26/09/18;Regular;Hogares;Suplementos_Oficina;Papel;25.560;423.993;376.158
nancy-patricia/aguillon-pinilla;35;management;management;married;tertiary;tertiary;no;unknown;78;25/01/18;Express_Tierra;Startups;Tecnología;Mesas;34.025;841.843;627.586
